"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","전체_점포_수","일반_점포_수","프랜차이즈_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수"
"20224","11","서울시","CS300039","모터사이클및부품","761","761","0","2","17","2","13"
"20224","11","서울시","CS300038","자동차부품","3805","3799","6","2","59","1","36"
"20224","11","서울시","CS300037","중고차판매","923","923","0","2","19","1","8"
"20224","11","서울시","CS300036","조명용품","11728","11717","11","1","126","1","97"
"20224","11","서울시","CS300035","인테리어","4358","4356","2","2","83","1","60"
"20224","11","서울시","CS300034","악기","760","760","0","1","10","1","5"
"20224","11","서울시","CS300033","철물점","2217","2216","1","1","26","1","17"
"20224","11","서울시","CS300032","가전제품","2610","2610","0","1","28","1","27"
"20224","11","서울시","CS300031","가구","3635","3631","4","2","58","2","53"
"20224","11","서울시","CS300030","중고가구","202","202","0","2","4","1","2"
"20224","11","서울시","CS300029","애완동물","2056","1910","146","7","146","3","55"
"20224","11","서울시","CS300028","화초","5932","5891","41","3","201","2","104"
"20224","11","서울시","CS300027","섬유제품","2992","2988","4","1","38","1","36"
"20224","11","서울시","CS300026","완구","921","919","2","2","21","1","13"
"20224","11","서울시","CS300025","자전거 및 기타운송장비","867","867","0","1","10","1","9"
"20224","11","서울시","CS300024","운동/경기용품","3721","3716","5","3","95","1","52"
"20224","11","서울시","CS300023","미용재료","1503","1503","0","2","32","2","24"
"20224","11","서울시","CS300022","화장품","15643","14679","964","4","550","2","323"
"20224","11","서울시","CS300021","문구","4614","4167","447","3","114","1","65"
"20224","11","서울시","CS300020","서적","4231","4147","84","2","90","1","54"
"20224","11","서울시","CS300019","의료기기","3927","3903","24","2","67","1","47"
"20224","11","서울시","CS300018","의약품","8612","8067","545","2","197","1","112"
"20224","11","서울시","CS300017","시계및귀금속","6057","5948","109","1","77","1","71"
"20224","11","서울시","CS300016","안경","2689","2022","667","2","42","1","32"
"20224","11","서울시","CS300015","가방","3172","3147","25","3","93","2","64"
"20224","11","서울시","CS300014","신발","4963","4880","83","2","80","2","103"
"20224","11","서울시","CS300013","유아의류","1930","1808","122","2","42","2","40"
"20224","11","서울시","CS300012","한복점","336","336","0","0","0","2","6"
"20224","11","서울시","CS300011","일반의류","51131","51025","106","2","1145","2","1010"
"20224","11","서울시","CS300010","반찬가게","9522","9195","327","3","289","2","210"
"20224","11","서울시","CS300009","청과상","9129","9090","39","3","225","2","179"
"20224","11","서울시","CS300008","수산물판매","6215","6172","43","2","121","1","88"
"20224","11","서울시","CS300007","육류판매","7846","7798","48","3","268","3","203"
"20224","11","서울시","CS300006","미곡판매","3204","3204","0","2","70","1","42"
"20224","11","서울시","CS300005","주류도매","954","954","0","1","12","2","15"
"20224","11","서울시","CS300004","핸드폰","7593","7543","50","2","166","3","192"
"20224","11","서울시","CS300003","컴퓨터및주변장치판매","9766","9763","3","1","130","1","81"
"20224","11","서울시","CS300002","편의점","9631","2457","7174","5","486","3","283"
"20224","11","서울시","CS300001","슈퍼마켓","11714","8415","3299","3","343","3","338"
"20224","11","서울시","CS200047","가정용품임대","1155","1154","1","4","45","1","9"
"20224","11","서울시","CS200046","의류임대","647","644","3","2","12","1","8"
"20224","11","서울시","CS200045","비디오/서적임대","218","195","23","3","7","2","5"
"20224","11","서울시","CS200044","여행사","7069","7064","5","2","147","1","77"
"20224","11","서울시","CS200043","건축물청소","5455","5350","105","5","248","2","82"
"20224","11","서울시","CS200042","통번역서비스","2383","2383","0","3","60","1","31"
"20224","11","서울시","CS200041","사진관","6505","6423","82","4","280","1","83"
"20224","11","서울시","CS200040","녹음실","1235","1233","2","3","37","1","13"
"20224","11","서울시","CS200039","DVD방","39","39","0","3","1","8","3"
"20224","11","서울시","CS200038","독서실","3272","2620","652","6","184","5","176"
"20224","11","서울시","CS200037","노래방","6158","6024","134","4","273","4","272"
"20224","11","서울시","CS200036","고시원","154","154","0","3","4","1","1"
"20224","11","서울시","CS200035","게스트하우스","1191","1175","16","9","109","2","29"
"20224","11","서울시","CS200034","여관","2780","2753","27","3","83","4","107"
"20224","11","서울시","CS200033","부동산중개업","43765","43698","67","3","1108","2","821"
"20224","11","서울시","CS200032","가전제품수리","3024","3021","3","3","85","2","51"
"20224","11","서울시","CS200031","세탁소","5987","4927","1060","2","125","2","112"
"20224","11","서울시","CS200030","피부관리실","7095","6833","262","5","341","3","182"
"20224","11","서울시","CS200029","네일숍","5087","4993","94","4","216","2","101"
"20224","11","서울시","CS200028","미용실","21383","19755","1628","3","614","2","384"
"20224","11","서울시","CS200027","모터사이클수리","679","666","13","2","13","3","21"
"20224","11","서울시","CS200026","자동차미용","1722","1589","133","4","67","2","32"
"20224","11","서울시","CS200025","자동차수리","4617","4127","490","1","32","1","54"
"20224","11","서울시","CS200024","스포츠클럽","4320","4128","192","6","251","3","111"
"20224","11","서울시","CS200023","통신기기수리","572","572","0","2","10","1","6"
"20224","11","서울시","CS200022","복권방","1108","1108","0","8","89","1","7"
"20224","11","서울시","CS200021","기타오락장","1433","1292","141","8","109","4","53"
"20224","11","서울시","CS200020","전자게임장","348","333","15","8","26","6","22"
"20224","11","서울시","CS200019","PC방","1529","1379","150","4","65","7","105"
"20224","11","서울시","CS200018","볼링장","142","142","0","2","3","1","2"
"20224","11","서울시","CS200017","골프연습장","1942","1848","94","4","71","2","37"
"20224","11","서울시","CS200016","당구장","3803","3751","52","8","317","5","173"
"20224","11","서울시","CS200015","세무사사무소","7202","7202","0","2","154","1","58"
"20224","11","서울시","CS200014","회계사사무소","927","927","0","2","22","1","6"
"20224","11","서울시","CS200013","기타법무서비스","2431","2431","0","3","60","1","29"
"20224","11","서울시","CS200012","법무사사무소","2373","2373","0","1","19","1","26"
"20224","11","서울시","CS200011","변리사사무소","982","982","0","2","15","1","7"
"20224","11","서울시","CS200010","변호사사무소","4929","4929","0","3","168","2","75"
"20224","11","서울시","CS200009","동물병원","980","969","11","1","14","1","8"
"20224","11","서울시","CS200008","한의원","3955","3955","0","2","75","1","41"
"20224","11","서울시","CS200007","치과의원","5139","5139","0","1","58","1","41"
"20224","11","서울시","CS200006","일반의원","10159","10159","0","2","168","1","92"
"20224","11","서울시","CS200005","스포츠 강습","8556","8230","326","5","454","2","186"
"20224","11","서울시","CS200004","컴퓨터학원","503","493","10","3","14","3","15"
"20224","11","서울시","CS200003","예술학원","10369","9938","431","4","406","2","216"
"20224","11","서울시","CS200002","외국어학원","2419","2356","63","5","113","2","48"
"20224","11","서울시","CS200001","일반교습학원","24027","21929","2098","4","1009","2","552"
"20224","11","서울시","CS100010","커피-음료","27978","21330","6648","7","1942","4","1070"
"20224","11","서울시","CS100009","호프-간이주점","18126","16073","2053","5","952","4","679"
"20224","11","서울시","CS100008","분식전문점","12188","9017","3171","5","634","4","537"
"20224","11","서울시","CS100007","치킨전문점","6758","2529","4229","5","357","5","349"
"20224","11","서울시","CS100006","패스트푸드점","6817","3221","3596","6","393","4","272"
"20224","11","서울시","CS100005","제과점","7225","5202","2023","6","403","3","219"
"20224","11","서울시","CS100004","양식음식점","8860","7754","1106","8","724","3","294"
"20224","11","서울시","CS100003","일식음식점","6939","5829","1110","7","512","4","274"
"20224","11","서울시","CS100002","중식음식점","6400","5615","785","7","466","4","269"
"20224","11","서울시","CS100001","한식음식점","57763","50066","7697","5","3013","4","2263"
"20223","11","서울시","CS300043","전자상거래업","22484","22470","14","5","1103","3","611"
"20223","11","서울시","CS300042","주유소","1010","1010","0","3","25","2","23"
"20223","11","서울시","CS300041","예술품","2013","2013","0","4","74","2","30"
"20223","11","서울시","CS300040","재생용품 판매점","1342","1342","0","1","16","1","18"
"20223","11","서울시","CS300039","모터사이클및부품","757","757","0","1","9","1","8"
"20223","11","서울시","CS300038","자동차부품","3782","3776","6","1","35","1","54"
"20223","11","서울시","CS300037","중고차판매","912","912","0","3","24","2","17"
"20223","11","서울시","CS300036","조명용품","11699","11688","11","1","93","1","116"
"20223","11","서울시","CS300035","인테리어","4335","4333","2","2","68","2","86"
"20223","11","서울시","CS300034","악기","755","755","0","1","4","1","8"
"20223","11","서울시","CS300033","철물점","2208","2208","0","1","23","1","32"
"20223","11","서울시","CS300032","가전제품","2609","2609","0","1","36","2","40"
"20223","11","서울시","CS300031","가구","3630","3626","4","1","45","2","72"
"20223","11","서울시","CS300030","중고가구","200","200","0","0","0","0","0"
"20223","11","서울시","CS300029","애완동물","1965","1837","128","6","120","4","70"
"20223","11","서울시","CS300028","화초","5835","5793","42","2","131","2","120"
"20223","11","서울시","CS300027","섬유제품","2990","2985","5","2","45","2","50"
"20223","11","서울시","CS300026","완구","913","911","2","3","24","2","19"
"20223","11","서울시","CS300025","자전거 및 기타운송장비","866","866","0","1","4","1","8"
"20223","11","서울시","CS300024","운동/경기용품","3678","3673","5","2","57","2","69"
"20223","11","서울시","CS300023","미용재료","1495","1495","0","2","22","2","27"
"20223","11","서울시","CS300022","화장품","15416","14451","965","2","261","3","441"
"20223","11","서울시","CS300021","문구","4565","4123","442","2","82","1","63"
"20223","11","서울시","CS300020","서적","4195","4112","83","1","53","1","58"
"20223","11","서울시","CS300019","의료기기","3907","3884","23","2","71","2","74"
"20223","11","서울시","CS300018","의약품","8527","7987","540","2","173","2","162"
"20223","11","서울시","CS300017","시계및귀금속","6051","5940","111","1","82","1","85"
"20223","11","서울시","CS300016","안경","2679","2013","666","2","39","2","39"
"20223","11","서울시","CS300015","가방","3143","3118","25","3","86","3","78"
"20223","11","서울시","CS300014","신발","4986","4907","79","2","74","3","136"
"20223","11","서울시","CS300013","유아의류","1928","1807","121","3","48","2","43"
"20223","11","서울시","CS300012","한복점","342","342","0","2","8","1","4"
"20223","11","서울시","CS300011","일반의류","50996","50888","108","2","1113","3","1382"
"20223","11","서울시","CS300010","반찬가게","9443","9127","316","2","216","3","259"
"20223","11","서울시","CS300009","청과상","9083","9051","32","2","178","2","213"
"20223","11","서울시","CS300008","수산물판매","6182","6142","40","1","67","2","121"
"20223","11","서울시","CS300007","육류판매","7781","7734","47","2","170","3","222"
"20223","11","서울시","CS300006","미곡판매","3176","3176","0","1","28","2","68"
"20223","11","서울시","CS300005","주류도매","957","957","0","2","17","2","15"
"20223","11","서울시","CS300004","핸드폰","7619","7566","53","2","146","3","255"
"20223","11","서울시","CS300003","컴퓨터및주변장치판매","9717","9714","3","1","84","1","124"
"20223","11","서울시","CS300002","편의점","9428","2381","7047","4","398","4","347"
"20223","11","서울시","CS300001","슈퍼마켓","11709","8423","3286","2","194","3","396"
"20223","11","서울시","CS200047","가정용품임대","1119","1119","0","4","42","2","18"
"20223","11","서울시","CS200046","의류임대","643","640","3","2","13","2","14"
"20223","11","서울시","CS200045","비디오/서적임대","216","193","23","2","5","3","7"
"20223","11","서울시","CS200044","여행사","6999","6994","5","2","114","1","82"
"20223","11","서울시","CS200043","건축물청소","5289","5188","101","4","190","2","84"
"20223","11","서울시","CS200042","통번역서비스","2354","2354","0","2","53","2","38"
"20223","11","서울시","CS200041","사진관","6308","6241","67","4","225","2","109"
"20223","11","서울시","CS200040","녹음실","1211","1209","2","2","21","2","19"
"20223","11","서울시","CS200039","DVD방","41","41","0","0","0","5","2"
"20223","11","서울시","CS200038","독서실","3264","2602","662","4","124","5","170"
"20223","11","서울시","CS200037","노래방","6157","6036","121","4","259","6","346"
"20223","11","서울시","CS200036","고시원","151","151","0","6","9","7","10"
"20223","11","서울시","CS200035","게스트하우스","1111","1095","16","4","49","4","42"
"20223","11","서울시","CS200034","여관","2804","2777","27","3","76","5","127"
"20223","11","서울시","CS200033","부동산중개업","43478","43413","65","2","917","2","899"
"20223","11","서울시","CS200032","가전제품수리","2990","2987","3","2","44","2","44"
"20223","11","서울시","CS200031","세탁소","5974","4924","1050","2","105","2","144"
"20223","11","서울시","CS200030","피부관리실","6936","6683","253","5","327","3","172"
"20223","11","서울시","CS200029","네일숍","4972","4877","95","3","166","2","95"
"20223","11","서울시","CS200028","미용실","21153","19559","1594","2","441","2","431"
"20223","11","서울시","CS200027","모터사이클수리","687","674","13","2","13","1","7"
"20223","11","서울시","CS200026","자동차미용","1687","1556","131","3","55","2","37"
"20223","11","서울시","CS200025","자동차수리","4639","4151","488","1","49","2","86"
"20223","11","서울시","CS200024","스포츠클럽","4180","3992","188","5","212","2","83"
"20223","11","서울시","CS200023","통신기기수리","568","568","0","3","17","4","25"
"20223","11","서울시","CS200022","복권방","1026","1026","0","5","48","2","16"
"20223","11","서울시","CS200021","기타오락장","1377","1241","136","3","37","7","91"
"20223","11","서울시","CS200020","전자게임장","344","329","15","5","16","8","26"
"20223","11","서울시","CS200019","PC방","1569","1407","162","3","44","7","116"
"20223","11","서울시","CS200018","볼링장","141","141","0","1","1","2","3"
"20223","11","서울시","CS200017","골프연습장","1908","1821","87","5","85","2","36"
"20223","11","서울시","CS200016","당구장","3659","3607","52","4","129","6","213"
"20223","11","서울시","CS200015","세무사사무소","7106","7106","0","2","166","1","54"
"20223","11","서울시","CS200014","회계사사무소","911","911","0","1","10","0","3"
"20223","11","서울시","CS200013","기타법무서비스","2400","2400","0","3","74","2","51"
"20223","11","서울시","CS200012","법무사사무소","2380","2380","0","1","31","1","20"
"20223","11","서울시","CS200011","변리사사무소","974","974","0","1","13","1","5"
"20223","11","서울시","CS200010","변호사사무소","4836","4836","0","3","119","2","92"
"20223","11","서울시","CS200009","동물병원","974","963","11","1","7","1","6"
"20223","11","서울시","CS200008","한의원","3921","3921","0","2","59","1","49"
"20223","11","서울시","CS200007","치과의원","5122","5122","0","1","51","1","43"
"20223","11","서울시","CS200006","일반의원","10083","10083","0","2","169","1","104"
"20223","11","서울시","CS200005","스포츠 강습","8288","7969","319","4","329","3","213"
"20223","11","서울시","CS200004","컴퓨터학원","504","496","8","3","16","2","12"
"20223","11","서울시","CS200003","예술학원","10179","9769","410","3","303","2","237"
"20223","11","서울시","CS200002","외국어학원","2354","2289","65","2","56","2","41"
"20223","11","서울시","CS200001","일반교습학원","23570","21534","2036","3","766","3","617"
"20223","11","서울시","CS100010","커피-음료","27106","20731","6375","6","1550","5","1307"
"20223","11","서울시","CS100009","호프-간이주점","17853","15863","1990","4","752","5","884"
"20223","11","서울시","CS100008","분식전문점","12091","8921","3170","4","431","5","600"
"20223","11","서울시","CS100007","치킨전문점","6750","2534","4216","3","230","7","441"
"20223","11","서울시","CS100006","패스트푸드점","6696","3175","3521","5","301","4","283"
"20223","11","서울시","CS100005","제과점","7041","5072","1969","4","282","4","273"
"20223","11","서울시","CS100004","양식음식점","8430","7363","1067","5","387","4","370"
"20223","11","서울시","CS100003","일식음식점","6701","5649","1052","5","299","5","302"
"20223","11","서울시","CS100002","중식음식점","6203","5468","735","5","285","5","332"
"20223","11","서울시","CS100001","한식음식점","57013","49471","7542","3","1741","5","2737"
"20222","11","서울시","CS300043","전자상거래업","21992","21978","14","5","980","3","676"
"20222","11","서울시","CS300042","주유소","1008","1008","0","1","13","2","15"
"20222","11","서울시","CS300041","예술품","1969","1969","0","5","92","2","30"
"20222","11","서울시","CS300040","재생용품 판매점","1344","1344","0","1","18","1","9"
"20222","11","서울시","CS300039","모터사이클및부품","756","756","0","2","13","1","8"
"20222","11","서울시","CS300038","자동차부품","3801","3795","6","1","47","1","42"
"20222","11","서울시","CS300037","중고차판매","905","905","0","3","29","1","5"
"20222","11","서울시","CS300036","조명용품","11722","11712","10","1","108","1","74"
"20222","11","서울시","CS300035","인테리어","4353","4351","2","2","84","1","33"
"20222","11","서울시","CS300034","악기","759","759","0","1","5","0","3"
"20222","11","서울시","CS300033","철물점","2217","2217","0","1","15","1","23"
"20222","11","서울시","CS300032","가전제품","2613","2613","0","1","35","1","21"
"20222","11","서울시","CS300031","가구","3657","3653","4","2","57","1","31"
"20222","11","서울시","CS300030","중고가구","200","200","0","1","2","2","4"
"20222","11","서울시","CS300029","애완동물","1915","1806","109","5","104","2","35"
"20222","11","서울시","CS300028","화초","5824","5782","42","3","175","1","70"
"20222","11","서울시","CS300027","섬유제품","2995","2992","3","1","31","1","14"
"20222","11","서울시","CS300026","완구","908","906","2","2","17","2","16"
"20222","11","서울시","CS300025","자전거 및 기타운송장비","870","870","0","1","11","1","8"
"20222","11","서울시","CS300024","운동/경기용품","3690","3685","5","2","66","1","37"
"20222","11","서울시","CS300023","미용재료","1500","1500","0","2","28","1","14"
"20222","11","서울시","CS300022","화장품","15596","14600","996","2","285","2","268"
"20222","11","서울시","CS300021","문구","4546","4108","438","2","77","1","39"
"20222","11","서울시","CS300020","서적","4200","4115","85","1","45","1","36"
"20222","11","서울시","CS300019","의료기기","3910","3887","23","2","71","1","33"
"20222","11","서울시","CS300018","의약품","8516","7973","543","2","191","1","103"
"20222","11","서울시","CS300017","시계및귀금속","6054","5942","112","1","82","1","47"
"20222","11","서울시","CS300016","안경","2679","2015","664","1","37","1","32"
"20222","11","서울시","CS300015","가방","3135","3109","26","2","64","1","32"
"20222","11","서울시","CS300014","신발","5048","4968","80","1","66","1","53"
"20222","11","서울시","CS300013","유아의류","1923","1800","123","2","39","1","22"
"20222","11","서울시","CS300012","한복점","338","338","0","1","3","1","2"
"20222","11","서울시","CS300011","일반의류","51265","51158","107","2","892","1","581"
"20222","11","서울시","CS300010","반찬가게","9486","9167","319","3","250","1","130"
"20222","11","서울시","CS300009","청과상","9118","9087","31","2","217","2","142"
"20222","11","서울시","CS300008","수산물판매","6236","6193","43","2","94","1","66"
"20222","11","서울시","CS300007","육류판매","7833","7785","48","2","177","2","146"
"20222","11","서울시","CS300006","미곡판매","3216","3216","0","1","30","1","30"
"20222","11","서울시","CS300005","주류도매","955","955","0","1","13","1","7"
"20222","11","서울시","CS300004","핸드폰","7728","7674","54","2","156","2","114"
"20222","11","서울시","CS300003","컴퓨터및주변장치판매","9757","9754","3","1","91","1","83"
"20222","11","서울시","CS300002","편의점","9377","2330","7047","4","349","3","259"
"20222","11","서울시","CS300001","슈퍼마켓","11911","8590","3321","2","234","2","283"
"20222","11","서울시","CS200047","가정용품임대","1095","1095","0","2","26","1","14"
"20222","11","서울시","CS200046","의류임대","644","642","2","2","10","1","5"
"20222","11","서울시","CS200045","비디오/서적임대","218","194","24","1","3","3","7"
"20222","11","서울시","CS200044","여행사","6967","6962","5","2","129","1","53"
"20222","11","서울시","CS200043","건축물청소","5183","5082","101","3","165","2","80"
"20222","11","서울시","CS200042","통번역서비스","2339","2339","0","2","45","2","44"
"20222","11","서울시","CS200041","사진관","6192","6141","51","4","220","1","82"
"20222","11","서울시","CS200040","녹음실","1209","1207","2","1","15","1","10"
"20222","11","서울시","CS200039","DVD방","43","43","0","2","1","5","2"
"20222","11","서울시","CS200038","독서실","3310","2633","677","5","153","3","109"
"20222","11","서울시","CS200037","노래방","6244","6120","124","3","209","2","147"
"20222","11","서울시","CS200036","고시원","152","152","0","5","7","3","5"
"20222","11","서울시","CS200035","게스트하우스","1104","1087","17","4","48","3","31"
"20222","11","서울시","CS200034","여관","2855","2829","26","3","84","2","69"
"20222","11","서울시","CS200033","부동산중개업","43460","43397","63","3","1129","2","726"
"20222","11","서울시","CS200032","가전제품수리","2990","2987","3","2","53","1","37"
"20222","11","서울시","CS200031","세탁소","6013","4946","1067","2","103","1","76"
"20222","11","서울시","CS200030","피부관리실","6781","6529","252","5","362","2","110"
"20222","11","서울시","CS200029","네일숍","4901","4809","92","5","228","2","87"
"20222","11","서울시","CS200028","미용실","21143","19554","1589","2","461","1","294"
"20222","11","서울시","CS200027","모터사이클수리","681","668","13","3","17","1","7"
"20222","11","서울시","CS200026","자동차미용","1669","1541","128","3","46","2","33"
"20222","11","서울시","CS200025","자동차수리","4676","4178","498","1","48","1","38"
"20222","11","서울시","CS200024","스포츠클럽","4051","3861","190","5","209","1","41"
"20222","11","서울시","CS200023","통신기기수리","576","576","0","2","14","1","5"
"20222","11","서울시","CS200022","복권방","994","994","0","1","12","1","14"
"20222","11","서울시","CS200021","기타오락장","1431","1293","138","3","44","5","73"
"20222","11","서울시","CS200020","전자게임장","354","337","17","5","16","5","16"
"20222","11","서울시","CS200019","PC방","1641","1473","168","2","40","4","68"
"20222","11","서울시","CS200018","볼링장","143","143","0","2","3","4","5"
"20222","11","서울시","CS200017","골프연습장","1859","1775","84","4","74","2","30"
"20222","11","서울시","CS200016","당구장","3743","3687","56","3","115","2","91"
"20222","11","서울시","CS200015","세무사사무소","6994","6994","0","1","79","1","45"
"20222","11","서울시","CS200014","회계사사무소","904","904","0","1","12","0","4"
"20222","11","서울시","CS200013","기타법무서비스","2377","2377","0","3","68","2","38"
"20222","11","서울시","CS200012","법무사사무소","2369","2369","0","2","41","1","14"
"20222","11","서울시","CS200011","변리사사무소","966","966","0","1","12","1","7"
"20222","11","서울시","CS200010","변호사사무소","4809","4809","0","2","100","2","73"
"20222","11","서울시","CS200009","동물병원","973","962","11","2","17","1","12"
"20222","11","서울시","CS200008","한의원","3911","3911","0","1","49","1","48"
"20222","11","서울시","CS200007","치과의원","5114","5114","0","1","54","1","59"
"20222","11","서울시","CS200006","일반의원","10018","10018","0","2","194","1","103"
"20222","11","서울시","CS200005","스포츠 강습","8172","7850","322","4","318","1","104"
"20222","11","서울시","CS200004","컴퓨터학원","500","492","8","2","9","2","10"
"20222","11","서울시","CS200003","예술학원","10113","9709","404","3","288","1","131"
"20222","11","서울시","CS200002","외국어학원","2339","2274","65","2","53","2","38"
"20222","11","서울시","CS200001","일반교습학원","23421","21418","2003","3","681","2","402"
"20222","11","서울시","CS100010","커피-음료","26863","20580","6283","6","1595","3","798"
"20222","11","서울시","CS100009","호프-간이주점","17985","15998","1987","4","691","3","504"
"20222","11","서울시","CS100008","분식전문점","12260","9047","3213","3","419","3","385"
"20222","11","서울시","CS100007","치킨전문점","6961","2599","4362","4","244","4","251"
"20222","11","서울시","CS100006","패스트푸드점","6678","3168","3510","5","305","3","184"
"20222","11","서울시","CS100005","제과점","7032","5041","1991","4","284","3","190"
"20222","11","서울시","CS100004","양식음식점","8413","7338","1075","5","376","2","203"
"20222","11","서울시","CS100003","일식음식점","6704","5650","1054","4","263","3","183"
"20222","11","서울시","CS100002","중식음식점","6250","5519","731","5","290","3","197"
"20222","11","서울시","CS100001","한식음식점","58009","50358","7651","3","1840","3","1474"
"20221","11","서울시","CS300043","전자상거래업","21688","21674","14","4","892","5","1145"
"20221","11","서울시","CS300042","주유소","1010","1010","0","1","14","1","14"
"20221","11","서울시","CS300041","예술품","1907","1907","0","3","57","1","25"
"20221","11","서울시","CS300040","재생용품 판매점","1335","1335","0","1","19","1","12"
"20221","11","서울시","CS300039","모터사이클및부품","751","751","0","3","21","2","11"
"20221","11","서울시","CS300038","자동차부품","3796","3791","5","1","49","2","59"
"20221","11","서울시","CS300037","중고차판매","881","881","0","4","32","2","20"
"20221","11","서울시","CS300036","조명용품","11688","11678","10","1","104","1","106"
"20221","11","서울시","CS300035","인테리어","4302","4300","2","2","73","2","73"
"20221","11","서울시","CS300034","악기","757","757","0","1","7","1","6"
"20221","11","서울시","CS300033","철물점","2225","2225","0","1","17","1","31"
"20221","11","서울시","CS300032","가전제품","2599","2599","0","1","34","1","32"
"20221","11","서울시","CS300031","가구","3631","3628","3","2","59","2","57"
"20221","11","서울시","CS300030","중고가구","202","202","0","0","0","2","3"
"20221","11","서울시","CS300029","애완동물","1846","1757","89","5","86","4","73"
"20221","11","서울시","CS300028","화초","5719","5676","43","3","154","2","113"
"20221","11","서울시","CS300027","섬유제품","2978","2975","3","1","34","1","34"
"20221","11","서울시","CS300026","완구","907","905","2","2","18","2","17"
"20221","11","서울시","CS300025","자전거 및 기타운송장비","867","867","0","2","17","1","10"
"20221","11","서울시","CS300024","운동/경기용품","3661","3656","5","2","72","2","71"
"20221","11","서울시","CS300023","미용재료","1486","1486","0","1","20","3","40"
"20221","11","서울시","CS300022","화장품","15579","14567","1012","2","315","2","375"
"20221","11","서울시","CS300021","문구","4508","4069","439","2","76","2","96"
"20221","11","서울시","CS300020","서적","4191","4105","86","2","72","2","98"
"20221","11","서울시","CS300019","의료기기","3872","3848","24","2","80","2","65"
"20221","11","서울시","CS300018","의약품","8428","7891","537","2","156","1","117"
"20221","11","서울시","CS300017","시계및귀금속","6019","5908","111","2","101","1","71"
"20221","11","서울시","CS300016","안경","2674","2017","657","1","27","1","31"
"20221","11","서울시","CS300015","가방","3103","3076","27","2","73","2","63"
"20221","11","서울시","CS300014","신발","5035","4954","81","2","86","1","61"
"20221","11","서울시","CS300013","유아의류","1906","1783","123","2","46","2","34"
"20221","11","서울시","CS300012","한복점","337","337","0","1","3","3","9"
"20221","11","서울시","CS300011","일반의류","50954","50848","106","2","1217","2","1045"
"20221","11","서울시","CS300010","반찬가게","9366","9062","304","3","248","2","181"
"20221","11","서울시","CS300009","청과상","9043","9019","24","2","155","3","231"
"20221","11","서울시","CS300008","수산물판매","6208","6166","42","2","94","2","135"
"20221","11","서울시","CS300007","육류판매","7802","7756","46","2","138","2","163"
"20221","11","서울시","CS300006","미곡판매","3216","3216","0","1","37","2","70"
"20221","11","서울시","CS300005","주류도매","949","949","0","2","23","2","20"
"20221","11","서울시","CS300004","핸드폰","7686","7633","53","2","159","2","181"
"20221","11","서울시","CS300003","컴퓨터및주변장치판매","9749","9747","2","1","107","2","144"
"20221","11","서울시","CS300002","편의점","9287","2306","6981","3","282","3","260"
"20221","11","서울시","CS300001","슈퍼마켓","11960","8621","3339","2","185","3","347"
"20221","11","서울시","CS200047","가정용품임대","1083","1083","0","3","31","2","16"
"20221","11","서울시","CS200046","의류임대","639","638","1","2","10","2","10"
"20221","11","서울시","CS200045","비디오/서적임대","222","200","22","3","6","1","1"
"20221","11","서울시","CS200044","여행사","6891","6886","5","1","72","2","103"
"20221","11","서울시","CS200043","건축물청소","5098","4998","100","3","160","2","93"
"20221","11","서울시","CS200042","통번역서비스","2338","2338","0","2","52","4","83"
"20221","11","서울시","CS200041","사진관","6054","6022","32","3","207","1","83"
"20221","11","서울시","CS200040","녹음실","1204","1202","2","2","27","1","11"
"20221","11","서울시","CS200039","DVD방","44","44","0","0","0","7","3"
"20221","11","서울시","CS200038","독서실","3266","2583","683","4","118","3","89"
"20221","11","서울시","CS200037","노래방","6182","6057","125","2","102","3","157"
"20221","11","서울시","CS200036","고시원","150","150","0","4","6","1","2"
"20221","11","서울시","CS200035","게스트하우스","1087","1070","17","3","34","4","43"
"20221","11","서울시","CS200034","여관","2840","2813","27","3","70","4","112"
"20221","11","서울시","CS200033","부동산중개업","43057","42998","59","3","1347","2","937"
"20221","11","서울시","CS200032","가전제품수리","2974","2971","3","2","53","2","47"
"20221","11","서울시","CS200031","세탁소","5986","4921","1065","2","108","2","98"
"20221","11","서울시","CS200030","피부관리실","6529","6286","243","5","324","2","143"
"20221","11","서울시","CS200029","네일숍","4760","4667","93","5","219","2","78"
"20221","11","서울시","CS200028","미용실","20976","19402","1574","2","448","1","280"
"20221","11","서울시","CS200027","모터사이클수리","671","659","12","2","13","2","12"
"20221","11","서울시","CS200026","자동차미용","1656","1529","127","2","33","2","33"
"20221","11","서울시","CS200025","자동차수리","4666","4167","499","1","39","1","51"
"20221","11","서울시","CS200024","스포츠클럽","3883","3696","187","6","229","2","79"
"20221","11","서울시","CS200023","통신기기수리","567","567","0","2","10","3","15"
"20221","11","서울시","CS200022","복권방","996","996","0","1","10","2","19"
"20221","11","서울시","CS200021","기타오락장","1460","1328","132","2","28","5","69"
"20221","11","서울시","CS200020","전자게임장","354","336","18","3","10","3","10"
"20221","11","서울시","CS200019","PC방","1669","1502","167","2","38","5","79"
"20221","11","서울시","CS200018","볼링장","145","145","0","2","3","2","3"
"20221","11","서울시","CS200017","골프연습장","1815","1736","79","5","91","2","43"
"20221","11","서울시","CS200016","당구장","3719","3663","56","3","121","3","112"
